id,neg,neu,pos,compound,Comments,Sentiment Category,Comment_ID
203,0.0,0.582,0.418,0.7845,Okay. Must admit this is the best smartphone commercial I have seen in recent times.,positive,203
204,0.0,0.389,0.611,0.8567,"Nightogotophy in space, I like how innovative is that :D",positive,204
205,0.0,0.754,0.246,0.5563,Samsung's introduction seems more fun and reliable than other mobile company does.,positive,205
206,0.036,0.877,0.087,0.3071,"Switched from the iphone 14 pro max to s23 ultra, im loving it, one issue, when i take pictures on the 200 mega pixel camera and take pictures, it turns out fine, but after the ai fixes it, it turns blurry, any reason?",positive,206
207,0.0,1.0,0.0,0.0,this what perfectnesses really are!,neutral,207
208,0.0,1.0,0.0,0.0,"That's it, I'll keep my s22 ultra and wait for the s24 ultra!",neutral,208
209,0.078,0.584,0.338,0.869,"I don't know why I laugh about this commercial. HAHA. This is fantastic! Well, I look forward buying this thing or S22 Ultra since there is only slight difference haha",positive,209
210,0.0,1.0,0.0,0.0,The real Beast ,neutral,210
211,0.054,0.773,0.173,0.7311,I wish people would see that iPhones are just iPods that can call and text but that Samsung are computers that can call and text. Massive difference between the two. No limitations what so ever with Samsung it's truly like carrying around a really small laptop.,positive,211
212,0.0,0.682,0.318,0.4215,"Nice work, Samsung. I'm getting it tomorrow.",positive,212
213,0.0,1.0,0.0,0.0,Absolutely  epic ....King ,neutral,213
214,0.0,0.818,0.182,0.5857,"A slightly faster processor, slightly better GPU, and a slightly better screen.... to the extreme! New camera is nice. But its biggest innovations are in AI software, not in the hardware.",positive,214
215,0.0,0.597,0.403,0.9652,"I think they can create a more innovative smartphone. Also I think the design could be better than what they offer. They can build a long-lasting battery in smartphones. A better helpful voice assistant that can better handle multiple tasks at once.
  Please suggest a better smartphone!",positive,215
216,0.0,0.345,0.655,0.5859,That's was amazing ,positive,216
217,0.0,0.876,0.124,0.4559,"It's appealing, marketing aspect of the video has enticed me to make this purchase, and the 200MP has got me excited. Decisions!! ",positive,217
218,0.137,0.863,0.0,-0.5149,I have the s22 ultra so I wasn't really impressed until it showed 1:20 Astrophoto!? The only reason I'm even thinking about upgrading already,negative,218
219,0.0,1.0,0.0,0.0,Now that's a really EPIC commercial right there Samsung!,neutral,219
220,0.0,0.888,0.112,0.2263,Okay let's do the trade-in again from my S22 Ultra. Looking forward to that astro raw. ,positive,220
221,0.0,0.82,0.18,0.5777,Man this video is so good its making me wanna buy this phone even tho i can't  afford it ,positive,221
222,0.0,0.649,0.351,0.5147,I DREAM WITH THIS SMARTPHONE T_T I want ittt so so much!,positive,222
223,0.0,0.533,0.467,0.9312,"What about the battery? We need a powerful optimization like, you know, and it will be a very nice evolution for that beautiful phone.",positive,223
224,0.0,0.566,0.434,0.3182,samsung+snapdragon = wombo combo perfecto ,positive,224
225,0.0,1.0,0.0,0.0,This year will stick with s22 ultra.️,neutral,225
226,0.0,0.604,0.396,0.802,Battery improvement is by far the best thing Samsung done this s23 ultra,positive,226
227,0.0,0.827,0.173,0.7964,"I have been using samsung phones since the beginning of galaxy, but I always wanted better color options and wanted the gold color like the iPhone 14 pro, I'm actually considering switching to iPhone just for that reason",positive,227
228,0.0,1.0,0.0,0.0,"Incrédible.
Pre-ordering Now!",neutral,228
229,0.0,0.728,0.272,0.6249,Watching this masterpiece on my Note 9.. I guess it’s time to upgrade ,positive,229
230,0.0,0.783,0.217,0.3612,"Watching this in 144p, it's like introducing the Galaxy S2",positive,230
231,0.0,0.506,0.494,0.5994,Loving the branding message Samsung,positive,231
232,0.0,0.788,0.212,0.7351,Alright you got me.ill wait for the S 24 ultra so the price will go down a little bit. S22 ultra owner here. I love the s23U tho ️,positive,232
233,0.0,0.728,0.272,0.9553,Yes Sir!!! all I keep hearing is good things about this phone The new S23 ultra. I just purchased mine today  (256 gb phantom black )can't go wrong of course. The great thing is i only Paid $559!! for a brand new S23 ultra of course with a trade in my old (Samsung S22 ultra) awesome deal!!!,positive,233
234,0.0,0.932,0.068,0.2732,I got the S21 Ultra 512gb Phantom Navy. I skipped on the S22 Ultra. However I don't think i'll skip the S23 this year  Getting a 1 terabyte as well if the option is there.,positive,234
235,0.0,0.894,0.106,0.4926,The new Galaxy S23 Ultra also allows you to hook up any stranger whom you've never met in your life for a 3 mins explanation of how good it is !,positive,235
236,0.115,0.775,0.11,-0.0414,I bought the S21 ultra and I thought of using it till maybe S25 or 26 but S23 seems really promising and I just ordered mine  Samsung you're really gonna make me poor,neutral,236
237,0.03,0.847,0.123,0.6958,"Since the s20/s21, Samsung has not innovate much. The galaxy simply became the note. It’s clear all the R&D is going towards their foldables. People had a reason to go for Samsung 2-3 years ago instead of apple because they were getting new FUN stuff. But now, the iPhone seems like a much more logical phone to get.",positive,237
238,0.0,0.835,0.165,0.1477,"finally, a samsung phone i very much want that i cant afford",positive,238
239,0.0,0.257,0.743,0.4389,Real innovation!,positive,239
240,0.0,0.519,0.481,0.4168,Okay this was epic!!!,positive,240
241,0.0,1.0,0.0,0.0,Not enough of an upgrade. I’ll wait for the S24 Ultra.,neutral,241
242,0.0,0.328,0.672,0.6249,Awesome can't wait,positive,242
243,0.0,0.648,0.352,0.5859,watching this video on the same device️ wow,positive,243
244,0.137,0.863,0.0,-0.4019,Is the Google Pixel 8 Pro camera sensor and Tensor G3 processor going to be inferior than S23 Ultra?,negative,244
245,0.0,0.586,0.414,0.7755,"Very Interesting Video,  i like it
one day i will buy galaxy s23 Ultra, my dream ",positive,245
246,0.0,0.523,0.477,0.75,"Nice, this was a fun video! I may upgrade this time.",positive,246
247,0.0,0.186,0.814,0.658,Just Amazing!!,positive,247
248,0.0,0.833,0.167,0.5574,I mean it looks cool and all but these upgrades always look cool and they end up not really being that different than the previous generation.,positive,248
249,0.14,0.569,0.292,0.4833,"Great cameras, screen and performance. Not sure of S Pen though.",positive,249
250,0.0,0.763,0.237,0.4215,"Already have my galaxy s ultra green 512 gb, nice phone ",positive,250
251,0.0,0.859,0.141,0.6597,It's fun and all.. but with all those features I wonder what the battery life is like. And if you turn it into power saving mode you probably won't be able to get all those features,positive,251
252,0.0,0.646,0.354,0.8988,Though I can't afford this phone but I'll suggest them who has ability to buy must check this phone. Best wishes for S23 Ultra !,positive,252
253,0.0,1.0,0.0,0.0,"""Hey, what's new"" was epic",neutral,253
254,0.109,0.891,0.0,-0.296,Nothing wen compared to S22 ultra other than 200pxl and processor. No need to upgrade from my S22 ultra,negative,254
255,0.0,1.0,0.0,0.0,ADORO-TE SAMSUNG...,neutral,255
256,0.0,1.0,0.0,0.0,Incredible phone but can you make a mini ultra the same size a the regular s23,neutral,256
257,0.0,1.0,0.0,0.0,Felt nostalgic with the intro,neutral,257
258,0.0,0.833,0.167,0.4939,"If they just make the software on par with how friendly ios’ software is, id get it",positive,258
259,0.0,1.0,0.0,0.0,Im excitedbto upgrade from s21 ultra to this beast!!! ,neutral,259
260,0.0,1.0,0.0,0.0,That was really epic ,neutral,260
261,0.117,0.712,0.172,0.1779,I think some countries would ban Samsung S series for security purposes due to zoom capability. I hope not coz I have S21 Ultra that I use for Travel Vlogs.,positive,261
262,0.0,0.784,0.216,0.8066,"I’m waiting for payday. I’m going to upgrade to this from iPhone. This feels like it could really be useful. Also, Android would be a little better for my job in IT than iPhone.",positive,262
263,0.0,1.0,0.0,0.0,Samsung always bring new things ,neutral,263
264,0.0,1.0,0.0,0.0,"1:57 ""Can u send me that"" got me",neutral,264
265,0.0,0.662,0.338,0.624,This is the most amazing of all  you Samsung,positive,265
266,0.0,0.56,0.44,0.6705,My favorite choice for always ️️️️ Thank you Samsung    ️,positive,266
267,0.0,1.0,0.0,0.0,0:23 Motor 0:49 Deep Sea [Subtitle] 1:08 DéSpace UFO And Dévano S Funtasic Sofa 2:03 Night,neutral,267
268,0.044,0.876,0.08,0.6474,"The most underwhelming phone premiere I've see to date. The main narrative was about the camera as if a device that is as versatile as a smartphone (being in many case almost as powerful as laptops nowadays) is used primarily and almost exclusively to create content on different levels. So we got buried in even more megapixels (which mean little as I'm sure a lot of photography pros know) and more lenses and more FPS. What happened to innovation to the ecosystem? The UI? Satellite connectivity? Emergency features? Crash detection? Faster battery charging? eSim? Anything new? Anything? I'm still rocking an S10 which does everything exactly the same way the new S23 does. Why would I change? I don't shoot Aliens:Covenant on my phone, nor do I ever intend to. Are the Samsung phones now targeted exclusively towards wannabe cinematographers and photographers? Hard pass for me.",positive,268
269,0.0,0.602,0.398,0.5106,Now this was fun to watch,positive,269
270,0.0,0.553,0.447,0.907,"Nice introduction!! btw, the director are very creative! congratulations!  What's news? It's the samsung galaxy S23 Ultra!!!!",positive,270
271,0.0,0.488,0.512,0.6369,One of their best commercials,positive,271
272,0.0,0.476,0.524,0.5106,What a fun ad ️️,positive,272
273,0.0,0.736,0.264,0.5562,Is it even comfortable to hold? The corners are so sharp!,positive,273
274,0.0,0.351,0.649,0.5719,Excellent Performance & Photography ,positive,274
275,0.0,0.621,0.379,0.7717,"What's the best screen protector you guys recommend? And also case , something durable",positive,275
276,0.0,1.0,0.0,0.0,Apple has been real quiet after this dropped.,neutral,276
277,0.118,0.699,0.183,0.8967,"So the only difference from the S22 Ultra is the new 200MP rear camera. But they've downgraded the front camera from 40MP to... 12MP? Why on earth would they do that when selfie cameras are in many cases used more than the rear? Bored of the front cameras being neglected now. Ended up with countless fuzzy poor family shots, video calls etc. because of it. I love my S22 Ultra. This upgrade is definitely a waste of time. I'd honestly prefer them to just release a new model every 2-3 years so the upgrades between each are actually worth it. No battery upgrade in the S23 either. Again, love the Ultra series! But make the upgrades worth the money please Samsung!",positive,277
278,0.0,0.196,0.804,0.6249,Awesome representation ,positive,278
279,0.0,0.517,0.483,0.9423,"Thank God at last Someone is doing best to compete with iPhone 
I hope Samsung makes more incredible smartphones in best price segment",positive,279
280,0.0,0.75,0.25,0.4588,I'm am glad that I now own the galaxy S23 ultra,positive,280
281,0.0,0.549,0.451,0.6249,The green S23 Ultra is awesome.,positive,281
282,0.0,1.0,0.0,0.0,That was really Epic,neutral,282
283,0.0,0.751,0.249,0.7149,Any new features on Note taking with S pen?? S pen is the main reason many of my friends like this phone.,positive,283
284,0.0,0.544,0.456,0.7717,Lov it i just bought 1 s23 ultra thx samsung much love ,positive,284
285,0.0,0.583,0.417,0.8613,"THIS ONE WILL BE THE BEST BY FAR, OFC BETTER THAN APPLE'S iphone 14",positive,285
286,0.0,0.789,0.211,0.9697,Dangggg!!! I'm an iPhone user with a 13 Pro Max ever since Samsung ditched the Note series!! I was a total Note fan since I was a kid & was to buy the latest Note when i finish my school then they ditch Note! (2021). So I went with Apple BUT now mannn I wanna turn back again kinda. This is truly nxt lvl!! Especially so far the coolest Note ad I've seen! Brings back so many memories... I think this is the one of the top 10s best ad's I've watched...! thank you Samsung <3,positive,286
287,0.0,1.0,0.0,0.0,Waiting to get a job just to buy this ,neutral,287
288,0.0,0.625,0.375,0.34,I'm excited for the z fold 5,positive,288
289,0.0,0.196,0.804,0.8475,Wow that was amazing!!,positive,289
290,0.0,1.0,0.0,0.0,Mindblowing for real,neutral,290
291,0.0,0.417,0.583,0.4215,Nice introduction film ,positive,291
292,0.0,1.0,0.0,0.0,"this took me back to the S3 commercial video when it said
designed for humans,inspired by nature
time flies...",neutral,292
293,0.0,0.846,0.154,0.5893,I just pre ordered the S23 ultra in lime color! Can't wait to get it and put it in a black otter box LOL ,positive,293
294,0.0,1.0,0.0,0.0,they did the APPLE THING of naming every feature ,neutral,294
295,0.0,0.323,0.677,0.6369,Still the best ,positive,295
296,0.0,1.0,0.0,0.0,Watching this on my S23 Ultra in Cream colorway ,neutral,296
297,0.324,0.45,0.225,-0.2732,2:03 bro said thank you and Died ,negative,297
298,0.0,0.263,0.737,0.4215,Simply nice ,positive,298
299,0.0,1.0,0.0,0.0,What about battery timings? Can it compete Apple iPhone 14 Pro??,neutral,299
300,0.018,0.76,0.222,0.9554,"The lack of expandable storage is a huge deal! I have over 100gb of data on my SD and now I'll have to fork out hundreds of more $$$ just to fit my files!? Everything looks good, nothing groundbreaking though but it's definitely a somewhat good upgrade from my note 20 ultra 512gb which I got the sh!tty exynos chip with but is it really worth all that money for slightly better performance in the processor and camera? I guess we'll see.",positive,300
301,0.0,0.625,0.375,0.5574,I'm positive with this phone so far.,positive,301
302,0.0,1.0,0.0,0.0,"For those wondering why it looks the same is because they asked us what we prefer for the next thing I believe the questions were

Style(looks)",neutral,302
303,0.0,0.744,0.256,0.6705,With such a powerful phone can you guys finally add controller support to genshin  or make a deal with them,positive,303
304,0.0,0.472,0.528,0.7717,"Wow, Samsung actually made a good intro this time.",positive,304
305,0.0,1.0,0.0,0.0,It's incredible that Samsung Galaxy is taking pictures of real galaxy ,neutral,305
306,0.0,1.0,0.0,0.0,"Samsung Galaxy S24 Ultra 5G predicted specs

Speed 3.5 or 3.6 gHz",neutral,306
307,0.0,1.0,0.0,0.0,They need to make the Ultra flat-screened.,neutral,307
308,0.077,0.594,0.329,0.8804,"Sometimes i feel that I am so blessed with technology due to Samsung. My experience with Samsung is like heaven. We poor minds don't deserve such high technologies.
Thank you Samsung",positive,308
309,0.0,1.0,0.0,0.0,Gosh I need to switch my Fold 4 to this now 🫡,neutral,309
310,0.0,0.667,0.333,0.8877,Hey Samsung ! I love your phones specially that one Samsung S23 ultra and i want that but i can't .. But in future i will. It's so fantastic ,positive,310
311,0.0,0.865,0.135,0.3612,I like when smartphones commercials try to push as much as it is possible unnecessary stats into commercials,positive,311
312,0.0,0.532,0.468,0.6588,Great deal! Purchased on Prime day.,positive,312
313,0.0,1.0,0.0,0.0,Unbeliveable Innovations,neutral,313
314,0.0,1.0,0.0,0.0,The S23 except for the minor changes will still be my favourite phone,neutral,314
315,0.0,0.693,0.307,0.8555,I think this is the best advertisement of any phone that i ever see. Best way of displaying the features in this manner.,positive,315
316,0.0,1.0,0.0,0.0,Everything is new,neutral,316
317,0.088,0.805,0.107,0.1179,"I think the only thing is missing on here is an IR...
Would you please consider that ?
& what is your opinion on that ?",positive,317
318,0.0,1.0,0.0,0.0,Maybe I'll still stick with my S22 Ultra ,neutral,318
319,0.0,0.77,0.23,0.6573,"So much powerful, imagine someone able to remote hack the phone and increase it's temperature making it overheat then explode.",positive,319
320,0.0,0.674,0.326,0.4404,"Samsung always innovative , even is this ad ",positive,320
321,0.072,0.571,0.357,0.899,"Wow, such a nice phone , same specs as needed, loving this. Every thing is perfect but a small problem is that I still can,t afford. Samsung plz fix it. it should be around $100. Who agree with me       lol ",positive,321
322,0.0,0.751,0.249,0.743,"Since the snapdragon 8 gen 2 support recording videos in 8k 60 fps, please add the ability to record 8k 60 fps in an software update, @Samsung",positive,322
323,0.0,0.726,0.274,0.34,Everything is new inside that what matters design is already cool,positive,323
324,0.0,0.682,0.318,0.1027,The flagship of flagships,positive,324
325,0.0,0.0,1.0,0.6884,Brilliant!!!,positive,325
326,0.0,1.0,0.0,0.0,Fix the signal issues with the S22 Ultra first and then we can talk about this one.,neutral,326
327,0.0,0.833,0.167,0.6808,"Samsung helps to realize my passion as a content creator. I make vlogs using Samsung S21+ and ZFlip3, many viewers think I'm using a professional camera. can't wait to upgrade to s23 series",positive,327
328,0.0,0.751,0.249,0.4574,"It's a new era, you know for Samsung it's clearly understandable!",positive,328
329,0.0,0.833,0.167,0.8689,Adding Ir blaster like mi phones in the Samsung S series and also the under display camera of zte phones will make Samsung S series latest phone the most perfect.Small request to Samsung for listening to the Samsung lovers. Hope we also get Ir blaster and under display camera soon in our latest Samsung S series phone.Please make a dream come true.(Samsung),positive,329
330,0.0,0.864,0.136,0.6588,"These new phones   have been pointless for some years now... The only  aspect that keeps increasing is the price!
These would be great if it was the year... 2000",positive,330
331,0.0,0.625,0.375,0.6369,One of the best commercials I have ever seen,positive,331
332,0.052,0.743,0.204,0.9544,"** No UDC no party **  Samsung must think more laterally with sales. It can't be a ''1 phone fits all' strategy. On their site, or in the store, or both they should have 2 sections - 1 selfie lovers and 2 media watchers. The selfie lovers get a hole punch with the best selfie camera possible. The media watchers get a new improved UDC and may not use selfie at all. Come on Samsung, we don't all want a hole punch. Do this for the S24 and also please improve the charging speed to at least 60W.",positive,332
333,0.043,0.882,0.076,0.4939,"l've been a long time Samsung user, mostly the Note series until last year when I switched to the S22 Ultra. Each year I sign up for the pre-order deals and usually end purchasing thru the Shop
Samsung app instead of a carrier. Samsung usually provides a generous trade-in for the previous year's flagship. This year that's gone and switched a carrier credit trade-in over 24 months. This doesn't work for me as I usually upgrade annually. If you do trade within the 24 months, you'll lose all and have to pay full price. There's the unlocked",positive,333
334,0.0,0.762,0.238,0.4795,Im upgrading mine i have a note 9 so excited to get the S23ultra,positive,334
335,0.0,0.674,0.326,0.4404,"his reaction is funny though.
""expert who""",positive,335
336,0.255,0.543,0.201,0.0,Samsung S are now become the perfect phone. Literally no complain from past 2 year.,neutral,336
337,0.0,0.719,0.281,0.6892,"This is awesome, I can't wait to buy this when I have money, wohooo!! Hehe....",positive,337
338,0.0,0.922,0.078,0.3182,"***Make sure the z fold 5 has an ULTRA version, so the front screen is wider, and the media on the inner screen is also larger than on a regular phone",positive,338
339,0.0,0.515,0.485,0.7651,Have a s22 ultra. Best phone ive owned without a doubt !,positive,339
340,0.0,0.423,0.577,0.6249,2:36 great finishing music ,positive,340
341,0.0,0.543,0.457,0.6369,This is the greatest ad ever.,positive,341
342,0.0,0.73,0.27,0.5719,I prefer my 14 pro but this is still a nice phone nonetheless.,positive,342
343,0.0,0.316,0.684,0.7579,Wow i wish I could have one,positive,343
344,0.0,1.0,0.0,0.0,can you add ND Filters to the cameras and which ones can one buy?,neutral,344
345,0.0,0.444,0.556,0.3612,I like the presetation ,positive,345
346,0.116,0.884,0.0,-0.3597,It's basically the same as my S22 Ultra just with slightly small amount of features. So no point of upgrading . . .,negative,346
347,0.0,1.0,0.0,0.0,I'm getting one at the end of the year,neutral,347
348,0.0,0.667,0.333,0.6696,A phone without a curved screen would be the best feature ever!,positive,348
349,0.0,0.38,0.62,0.8683,"I love samsung, the color is so pretty and delicate.",positive,349
350,0.0,0.629,0.371,0.5473,"1:26 ""Image simulated for illustrative purposes"" LOL",positive,350
351,0.0,1.0,0.0,0.0,Just upgraded to this from S21 Ultra.,neutral,351
352,0.0,0.656,0.344,0.4939,One of the reasons I want a new job with good salary ,positive,352
353,0.054,0.762,0.184,0.6447,People they carry sweet memories along with them so ensure those images get stored in our cloud computing  so that they can access any where no matter which model they buy irrespective of the warranty.,positive,353
354,0.0,1.0,0.0,0.0,I have to buy it after 6-8 months later!,neutral,354
355,0.0,1.0,0.0,0.0,Keeping my S22 Ultra until the S24 at least,neutral,355
356,0.0,0.192,0.808,0.6369,Love it ,positive,356
357,0.0,0.323,0.677,0.6369,I love the camera,positive,357
358,0.099,0.901,0.0,-0.296,If only it had an expandable memory card slot.   I would fill the internal storage in no time with 200 megapixel images,negative,358
359,0.0,1.0,0.0,0.0,I just got the S23 after my S10 finally gave up wanting to go on with life. Blimey phone have come on a lot since,neutral,359
360,0.0,0.536,0.464,0.8248,"Honestly I couldn’t tell the difference physically but yeah internals change, good job apple",positive,360
361,0.145,0.855,0.0,-0.1779,I'm seriously considering now that they dropped the exynos chips altogether.,negative,361
362,0.0,0.847,0.153,0.1779,We want in built photographic styles and a separate engine for photos and videos on Samsung flagship series....,positive,362
363,0.0,0.781,0.219,0.4754,Very nice . After 4 months you need to charge the battery twice a day ,positive,363
364,0.0,0.602,0.398,0.7146,"I have  a21s  it was  very  good  performance  
Thank  you  samsung   company. ",positive,364
365,0.105,0.794,0.1,-0.1276,"Can't Samsung really put the accessories of the phone all in one box with the phone 
Why do I have to buy the accessories when I've already paid alot for just a phone that will be outdated within a year. They are called accessories because they come with it (all in one).That truly so unfair and against humanity why are they repeating the same disgusting thing that apple did. I really loved Samsung so much and I don't think they should disappoint their fans just like that.",negative,365
366,0.0,0.693,0.307,0.7901,"As an s23 ultra, I can confirm I'm getting alot of respects today!.
 Yes im smart enough that i can even type hehe",positive,366
367,0.0,0.72,0.28,0.8977,"The fact that Samsung has comments on and the iPhone 14 pro video has comments off shows Samsung’s outstanding confidence (just a bit of comment bot removal would be much appreciated, though!)",positive,367
368,0.0,0.323,0.677,0.6369,Love this commercial,positive,368
369,0.277,0.723,0.0,-0.3182,I lost into it while watching this commercial...,negative,369
370,0.0,1.0,0.0,0.0," An Introduction of everything, but nothing new! ",neutral,370
371,0.0,0.689,0.311,0.745,"While I still prefer Apple, I am genuinely happy for Samsung users that the S23 is this cool.",positive,371
372,0.045,0.899,0.057,0.4339,"Probably it is a good phone BUT considering the pricing differences between US and Europe it totally does not make any sense to buy it outside of US. In US seems to be 150 USD cheaper and you also get an extra 150 usd credit for the buds pro, so in total almost 300 USD difference for the same 512GB version. In Europe the preorder credit is included in the already higher price. I was intrested in the phone but I will mot buy it while there is such a big gap in price without any justification. I do not want to encourage this so  for me it will definately not be worth it. Maybe when there is the same price across the board I might take a look at it again if I will still be in the market for a new phone. Till then there are alot more equitable brands out there.",positive,372
373,0.0,0.654,0.346,0.49,So cool!! I think imma switch to samsung,positive,373
374,0.067,0.79,0.143,0.552,"Want to know why this year everything will be different and for long time actually better? The answer is all in Amazons LPA33X and I have never been that excited for a long time, thank you for providing home and food for my kids",positive,374
375,0.0,1.0,0.0,0.0,"0:21 It’s called TrueTone, we’ve had this on our iPhones for YEARS.",neutral,375
376,0.0,0.748,0.252,0.4019,Yes the zoom gimmick . It all makes sense now.,positive,376
377,0.019,0.836,0.145,0.7717,"well, after watching this video i realize there isn't actually anything new. improved ois, improved nightography, vision booster and environmental friendliness for marketing. telephoto same, display same. and nightography and vision booster are just software improvements that could be offered as an update to s22 ultra, but that won't happen, people shall pay again to get something they could already have had last year. s23 ultra is just an s22 ultra in which the deliberate shortcomings have now been eliminated.",positive,377
378,0.0,0.548,0.452,0.7644,Best Android phone to grab right now. Well executed Samsung!,positive,378
379,0.0,0.335,0.665,0.6096,So much perfect ,positive,379
380,0.0,0.463,0.537,0.7003,Watching on my Galaxy Grand prime. Nice ,positive,380
381,0.199,0.71,0.091,-0.5849,I don't ever see this much excitement on a boring iPhone. Samsung is really killing it with the s23 lineup. I'm gonna trade my s22 ultra for the 23 ultra,negative,381
382,0.0,1.0,0.0,0.0,The battery life upgrade it's what I was waiting to move back to Android,neutral,382
383,0.0,0.192,0.808,0.6369,I love this,positive,383
384,0.0,0.446,0.554,0.8271,I enjoy watching the international they are pretty cool too which,positive,384
385,0.0,1.0,0.0,0.0,1:12 my dudes hanging out on Titan,neutral,385
386,0.0,1.0,0.0,0.0,"Samsung is not a brand, it's an emotion ",neutral,386
387,0.053,0.947,0.0,-0.296,"Welp, guess I'll be keeping my S22 Ultra for the next 6 years. I see no reason to upgrade especially with the price tag being Exactly the same at 1200 USD. and that's both s22 ultra and s23 ultra  with 256 gb.",negative,387
388,0.0,1.0,0.0,0.0,I cant wait to go to the moon with this phone!,neutral,388
389,0.0,1.0,0.0,0.0,It's EPIC BEAST.,neutral,389
390,0.0,0.699,0.301,0.5106,Remember the good old days when a flagship cost only 500 euros. RIP,positive,390
391,0.0,0.874,0.126,0.3182,And I'm here waiting for any Youtuber to giveaway this since I'm being a fan to them always.,positive,391
392,0.0,0.544,0.456,0.6361,the most beautiful phone i have seen ,positive,392
393,0.0,0.709,0.291,0.4767,"I chose this, because of camera and nice number in my life memories.",positive,393
394,0.0,1.0,0.0,0.0,"You had me at ""Can you send me that?"", not gonna lie.",neutral,394
395,0.042,0.713,0.245,0.9672,"The hypocritical approach of “if it ain’t broke don’t fix it” that Apple has worked their phones by for years, is the new way for everyone.

But I’m honestly happy that Samsung finally figured out it’s about processing more than it is about hardware. Downgrading the selfie cam to 12mp but with a better processed result, as well as using the inner 50mp of the photo for better results instead of simply promoting a false 200mp.",positive,395
396,0.0,0.714,0.286,0.4939,Just gonna get the s23 ultra when I save up,positive,396
397,0.0,0.196,0.804,0.6249,That's Awesome ,positive,397
398,0.0,1.0,0.0,0.0,Seeing in s23 ultra in this video is another magic,neutral,398
399,0.0,0.887,0.113,0.3182,"BGM at 2:38 is out of this world, please can anybody tell me where can I get its full version?",positive,399
400,0.0,0.727,0.273,0.7483,Galaxy S23 is the most beautiful Samsung phone EVER !!! I want to buy the Galaxy S23 Plus Green colour ,positive,400
401,0.0,1.0,0.0,0.0,I can't wait,neutral,401
402,0.098,0.686,0.215,0.6059,"I am huge fan of android phones but after the Samsung s21 series I have been in love with Samsung being poor, will I be able to buy s23 ultra pro, never had any this phones",positive,402
403,0.0,0.298,0.702,0.795,the best smartphone ever created!!!,positive,403
404,0.0,0.807,0.193,0.7826,"The Snapdragon 8 Gen 2 is miles ahead of the competition and is cooler and more stable to boot.

Samsung is making an exclusive overclocked edition for all S23s (NO MORE EXYNOS!!!) and I can't wait for it :)",positive,404
405,0.0,1.0,0.0,0.0,Next level promotion,neutral,405
406,0.0,0.899,0.101,0.4871,I can get a $100 upgrade to this from my s22 ultra is it even worth it? The only thing that seams to be different is that is has a snapdragon 8 gen 2 and a 200mp main lense. Is it worth it for $100?,positive,406
407,0.0,0.196,0.804,0.6249,That's great  ,positive,407
408,0.0,0.441,0.559,0.5859,Amazing piece of marketing ,positive,408
409,0.0,1.0,0.0,0.0,I must pre order this,neutral,409
410,0.0,1.0,0.0,0.0,Welp nothing crazy...Miss the old days where innovations was inovations,neutral,410
411,0.0,0.805,0.195,0.4404,Still in s7 edge...they are getting  better and I'm still in unaffordable margin...,positive,411
412,0.144,0.647,0.209,0.0772,"I wish Samsung launched a  5.4"" screen sized phone cause sometimes heavy and large phones are just burden",neutral,412
413,0.0,0.84,0.16,0.2263,It’s okay to say that both Samsung and Apple are underwhelming.,positive,413
414,0.131,0.869,0.0,-0.3412,Tell me whats the different from s22 ultra? Since i got not good experiences after buying s22 ultra.,negative,414
415,0.0,0.927,0.073,0.2023,It would have been cherry on top if Juan (from ThatWasEpic) walked in after the actor said that was epic in the last seconds.,positive,415
416,0.0,1.0,0.0,0.0,I just ordered this >D,neutral,416
417,0.0,0.94,0.06,0.3612,"Try next time for Samsung S 24 to look, like a smaller size S 23 Ultra. I mean the shape in the corners to be the same as the note. A smaller size Note for people with small hands, change the corners of the screen",positive,417
418,0.067,0.907,0.027,-0.286,"In so many ways the worst is behind us. Amazons LPA33X does the EXACT right thing to turn around and everyone reacts already, whether that is big companies or just individuals it's a global revolution and not to be missed. But I am just a guy commenting, you should make your own mind on this",negative,418
419,0.0,1.0,0.0,0.0,Will the Victus touch screen get scratched by finger touch in the long term?,neutral,419
420,0.0,0.689,0.311,0.8588,"I think it's safe to say that Samsung innovates MUCH more than their biggest (fruity) competitor is comfortable acknowledging. 

""Samsung: Reminding 'em who's King !"" ",positive,420
421,0.0,1.0,0.0,0.0,Only Samsung S series can introduce new innovations and designs,neutral,421
422,0.0,1.0,0.0,0.0,"I use iPhone 12 & I really don’t feel any need to move ever to 
S22/23.IPhones are blessings️",neutral,422
423,0.0,1.0,0.0,0.0,"Now, I can buy the s22 Ultra...",neutral,423
424,0.0,0.367,0.633,0.7845,Best smart phone commerical in years. ,positive,424
425,0.0,1.0,0.0,0.0,Is 100 x zoom is not available in galaxy s23???,neutral,425
426,0.0,0.72,0.28,0.765,Do we get student discounts for thee S23 ultra too? looks like it could be a great use for school.,positive,426
427,0.0,1.0,0.0,0.0,THIS IS HOW  A COMMERCIAL SHOULD BE…!!!!!,neutral,427
428,0.0,0.488,0.512,0.6369,Best “samsung introducing” trailer ever,positive,428
429,0.0,0.815,0.185,0.3612,I was digging the universe part felt like I was there since I am high,positive,429
430,0.0,0.472,0.528,0.6793,"God, it's so good, Can I catch it!️",positive,430
431,0.0,0.121,0.879,0.8066,wow ! most useful,positive,431
